Month Import,state,county,US Region,Probability of Initial Transmission,Infections (Median),Infections (25th Percentile),Infections (75th Percentile),Proportion Infected (Median),Proportion Infected (25th Percentile),Proportion Infected (75th Percentile),Infected in Pregnancy (Median),Infected in Pregnancy (25th Percentile),Infected in Pregnancy (75th Percentile)
6,Alabama,Escambia,SE,0.56,1132,391.2,2377,0.02997,0.01035,0.0629,8,0.75,17.5
7,Alabama,Escambia,SE,0.67,283,116,502,0.007489,0.00307,0.01328,2,0,5
8,Alabama,Escambia,SE,0.8,40,21,82.75,0.001058,0.0005557,0.00219,0,0,0
9,Alabama,Escambia,SE,0.54,6,3,10,0.0001588,7.94E-05,0.0002646,0,0,0
10,Alabama,Escambia,SE,0.12,1,1,1,2.65E-05,2.65E-05,2.65E-05,0,0,0
11,Alabama,Escambia,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Escambia,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Etowah,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Etowah,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Etowah,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Etowah,SE,0,0,0,0,0,0,0,0,0,0
5,Alabama,Etowah,SE,0.08,40,1.75,87.25,0.0003881,1.70E-05,0.0008466,0,0,0.25
6,Alabama,Etowah,SE,0.44,52,2,100,0.0005046,1.94E-05,0.0009703,0,0,0
7,Alabama,Etowah,SE,0.67,33,11.5,53,0.0003202,0.0001116,0.0005143,0,0,0
8,Alabama,Etowah,SE,0.63,11,5,20,0.0001067,4.85E-05,0.0001941,0,0,0
9,Alabama,Etowah,SE,0.43,2,1,3,1.94E-05,9.70E-06,2.91E-05,0,0,0
10,Alabama,Etowah,SE,0,0,0,0,0,0,0,0,0,0
11,Alabama,Etowah,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Etowah,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Fayette,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Fayette,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Fayette,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Fayette,SE,0.02,292.5,146.8,438.2,0.01745,0.008756,0.02615,2,1,3
5,Alabama,Fayette,SE,0.12,1,1,3,5.97E-05,5.97E-05,0.000179,0,0,0
6,Alabama,Fayette,SE,0.4,48,3.75,113.2,0.002864,0.0002237,0.006757,0,0,0
7,Alabama,Fayette,SE,0.71,51,8,141,0.003043,0.0004773,0.008413,0,0,0
8,Alabama,Fayette,SE,0.82,13,4,29.75,0.0007757,0.0002387,0.001775,0,0,0
9,Alabama,Fayette,SE,0.49,3,1,5,0.000179,5.97E-05,0.0002983,0,0,0
10,Alabama,Fayette,SE,0.03,1,1,1.5,5.97E-05,5.97E-05,8.95E-05,0,0,0
11,Alabama,Fayette,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Fayette,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Franklin,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Franklin,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Franklin,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Franklin,SE,0,0,0,0,0,0,0,0,0,0
5,Alabama,Franklin,SE,0.07,1,1,30,3.16E-05,3.16E-05,0.0009465,0,0,0
6,Alabama,Franklin,SE,0.46,5,1.25,61.5,0.0001577,3.94E-05,0.00194,0,0,0
7,Alabama,Franklin,SE,0.63,17,4.5,57,0.0005363,0.000142,0.001798,0,0,0
8,Alabama,Franklin,SE,0.6,10.5,4,21.5,0.0003313,0.0001262,0.0006783,0,0,0
9,Alabama,Franklin,SE,0.42,2,1,3,6.31E-05,3.16E-05,9.47E-05,0,0,0
10,Alabama,Franklin,SE,0,0,0,0,0,0,0,0,0,0
11,Alabama,Franklin,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Franklin,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Geneva,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Geneva,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Geneva,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Geneva,SE,0.1,629.5,1.25,4454,0.02351,4.67E-05,0.1663,4.5,0,37.5
5,Alabama,Geneva,SE,0.39,70,1,4126,0.002614,3.73E-05,0.1541,0,0,29
6,Alabama,Geneva,SE,0.67,2388,351,5952,0.08918,0.01311,0.2223,18,2.5,49.5
7,Alabama,Geneva,SE,0.7,482.5,167,1166,0.01802,0.006236,0.04355,3,0,9
8,Alabama,Geneva,SE,0.77,64,15,149,0.00239,0.0005602,0.005564,0,0,0
9,Alabama,Geneva,SE,0.67,7,2,11,0.0002614,7.47E-05,0.0004108,0,0,0
10,Alabama,Geneva,SE,0.18,1,1,2,3.73E-05,3.73E-05,7.47E-05,0,0,0
11,Alabama,Geneva,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Geneva,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Greene,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Greene,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Greene,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Greene,SE,0.01,4,4,4,0.0004717,0.0004717,0.0004717,0,0,0
5,Alabama,Greene,SE,0.18,2,1,159.5,0.0002358,0.0001179,0.01881,0,0,0.75
6,Alabama,Greene,SE,0.53,322,85,869,0.03797,0.01002,0.1025,3,0,8
7,Alabama,Greene,SE,0.75,247,43.5,394.5,0.02913,0.00513,0.04652,0,0,3
8,Alabama,Greene,SE,0.69,31,15,60,0.003656,0.001769,0.007075,0,0,0
9,Alabama,Greene,SE,0.5,2.5,1.25,6,0.0002948,0.0001474,0.0007075,0,0,0
10,Alabama,Greene,SE,0.02,1.5,1.25,1.75,0.0001769,0.0001474,0.0002064,0,0,0
11,Alabama,Greene,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Greene,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Hale,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Hale,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Hale,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Hale,SE,0.01,269,269,269,0.01785,0.01785,0.01785,1,1,1
5,Alabama,Hale,SE,0.21,2,1,131,0.0001327,6.64E-05,0.008693,0,0,1
6,Alabama,Hale,SE,0.54,319.5,10.25,818.8,0.0212,0.0006802,0.05433,3,0,8.75
7,Alabama,Hale,SE,0.62,153.5,46.75,327.2,0.01019,0.003102,0.02172,0,0,3
8,Alabama,Hale,SE,0.76,30.5,9,52.25,0.002024,0.0005973,0.003467,0,0,0
9,Alabama,Hale,SE,0.6,3,1,6,0.0001991,6.64E-05,0.0003982,0,0,0
10,Alabama,Hale,SE,0.11,1,1,1,6.64E-05,6.64E-05,6.64E-05,0,0,0
11,Alabama,Hale,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Hale,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Henry,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Henry,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Henry,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Henry,SE,0.04,1,1,1.25,5.81E-05,5.81E-05,7.26E-05,0,0,0
5,Alabama,Henry,SE,0.31,11,2,838,0.0006387,0.0001161,0.04866,0,0,7
6,Alabama,Henry,SE,0.59,363,35,1008,0.02108,0.002032,0.0585,1,0,6
7,Alabama,Henry,SE,0.75,141,11,303.5,0.008187,0.0006387,0.01762,0,0,1
8,Alabama,Henry,SE,0.67,30,9,54.5,0.001742,0.0005226,0.003165,0,0,0
9,Alabama,Henry,SE,0.59,5,2,8,0.0002903,0.0001161,0.0004645,0,0,0
10,Alabama,Henry,SE,0.09,1,1,2,5.81E-05,5.81E-05,0.0001161,0,0,0
11,Alabama,Henry,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Henry,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Houston,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Houston,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Houston,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Houston,SE,0.05,2,1,7,1.92E-05,9.60E-06,6.72E-05,0,0,0
5,Alabama,Houston,SE,0.35,2031,3,8054,0.0195,2.88E-05,0.07731,20,0,64
6,Alabama,Houston,SE,0.64,3068,886.8,6283,0.02945,0.008512,0.06031,25,7.75,51.5
7,Alabama,Houston,SE,0.74,656.5,164.5,1434,0.006302,0.001579,0.01376,6,0,14.5
8,Alabama,Houston,SE,0.78,64,14.25,146,0.0006144,0.0001368,0.001402,0,0,0
9,Alabama,Houston,SE,0.7,6,3,12,5.76E-05,2.88E-05,0.0001152,0,0,0
10,Alabama,Houston,SE,0.19,1,1,1,9.60E-06,9.60E-06,9.60E-06,0,0,0
11,Alabama,Houston,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Houston,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Jackson,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Jackson,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Jackson,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Jackson,SE,0,0,0,0,0,0,0,0,0,0
5,Alabama,Jackson,SE,0.08,3.5,1,8,6.68E-05,1.91E-05,0.0001526,0,0,0
6,Alabama,Jackson,SE,0.37,5,1,20,9.54E-05,1.91E-05,0.0003815,0,0,0
7,Alabama,Jackson,SE,0.55,12,2.5,31,0.0002289,4.77E-05,0.0005914,0,0,0
8,Alabama,Jackson,SE,0.55,7,3,12,0.0001335,5.72E-05,0.0002289,0,0,0
9,Alabama,Jackson,SE,0.31,1,1,2,1.91E-05,1.91E-05,3.82E-05,0,0,0
10,Alabama,Jackson,SE,0,0,0,0,0,0,0,0,0,0
11,Alabama,Jackson,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Jackson,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Jefferson,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Jefferson,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Jefferson,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Jefferson,SE,0.01,1,1,1,1.51E-06,1.51E-06,1.51E-06,0,0,0
5,Alabama,Jefferson,SE,0.13,5,2,57,7.57E-06,3.03E-06,8.63E-05,0,0,0
6,Alabama,Jefferson,SE,0.52,152,30.5,418.8,0.0002302,4.62E-05,0.0006341,0.5,0,3.5
7,Alabama,Jefferson,SE,0.7,62,18.25,144.8,9.39E-05,2.76E-05,0.0002192,0,0,0
8,Alabama,Jefferson,SE,0.78,16,6,45,2.42E-05,9.09E-06,6.81E-05,0,0,0
9,Alabama,Jefferson,SE,0.57,2,1,5,3.03E-06,1.51E-06,7.57E-06,0,0,0
10,Alabama,Jefferson,SE,0.03,1,1,1.5,1.51E-06,1.51E-06,2.27E-06,0,0,0
11,Alabama,Jefferson,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Jefferson,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Lamar,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Lamar,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Lamar,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Lamar,SE,0.01,1,1,1,7.20E-05,7.20E-05,7.20E-05,0,0,0
5,Alabama,Lamar,SE,0.15,2,1,134.5,0.000144,7.20E-05,0.009685,0,0,0.5
6,Alabama,Lamar,SE,0.53,102,4,238,0.007345,0.000288,0.01714,0,0,2
7,Alabama,Lamar,SE,0.68,58.5,8.75,133.5,0.004213,0.0006301,0.009613,0,0,0
8,Alabama,Lamar,SE,0.67,12,6,35.5,0.0008641,0.0004321,0.002556,0,0,0
9,Alabama,Lamar,SE,0.46,2,1,4,0.000144,7.20E-05,0.000288,0,0,0
10,Alabama,Lamar,SE,0.05,1,1,1,7.20E-05,7.20E-05,7.20E-05,0,0,0
11,Alabama,Lamar,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Lamar,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Lauderdale,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Lauderdale,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Lauderdale,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Lauderdale,SE,0.01,1,1,1,1.08E-05,1.08E-05,1.08E-05,0,0,0
5,Alabama,Lauderdale,SE,0.1,9.5,1,41,0.0001026,1.08E-05,0.0004428,0,0,0
6,Alabama,Lauderdale,SE,0.37,26,2,79,0.0002808,2.16E-05,0.0008532,0,0,0
7,Alabama,Lauderdale,SE,0.71,26,7,69,0.0002808,7.56E-05,0.0007452,0,0,0
8,Alabama,Lauderdale,SE,0.68,7,2,17.25,7.56E-05,2.16E-05,0.0001863,0,0,0
9,Alabama,Lauderdale,SE,0.42,2,1,3,2.16E-05,1.08E-05,3.24E-05,0,0,0
10,Alabama,Lauderdale,SE,0.01,1,1,1,1.08E-05,1.08E-05,1.08E-05,0,0,0
11,Alabama,Lauderdale,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Lauderdale,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Lawrence,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Lawrence,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Lawrence,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Lawrence,SE,0,0,0,0,0,0,0,0,0,0
5,Alabama,Lawrence,SE,0.18,1,1,2.75,3.02E-05,3.02E-05,8.30E-05,0,0,0
6,Alabama,Lawrence,SE,0.46,49.5,2,125.2,0.001495,6.04E-05,0.003782,0,0,0.75
7,Alabama,Lawrence,SE,0.68,36.5,6,68.25,0.001102,0.0001812,0.002061,0,0,0
8,Alabama,Lawrence,SE,0.68,9,2,16.25,0.0002718,6.04E-05,0.0004907,0,0,0
9,Alabama,Lawrence,SE,0.34,1.5,1,3,4.53E-05,3.02E-05,9.06E-05,0,0,0
10,Alabama,Lawrence,SE,0,0,0,0,0,0,0,0,0,0
11,Alabama,Lawrence,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Lawrence,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Lee,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Lee,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Lee,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Lee,SE,0,0,0,0,0,0,0,0,0,0
5,Alabama,Lee,SE,0.2,4,1,224.5,2.55E-05,6.37E-06,0.00143,0,0,0.5
6,Alabama,Lee,SE,0.52,137,5.5,335.2,0.0008726,3.50E-05,0.002135,0,0,3
7,Alabama,Lee,SE,0.75,80,13,169,0.0005096,8.28E-05,0.001076,0,0,1
8,Alabama,Lee,SE,0.69,15,8,34,9.56E-05,5.10E-05,0.0002166,0,0,0
9,Alabama,Lee,SE,0.52,2,1,4,1.27E-05,6.37E-06,2.55E-05,0,0,0
10,Alabama,Lee,SE,0.03,1,1,1,6.37E-06,6.37E-06,6.37E-06,0,0,0
11,Alabama,Lee,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Lee,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Limestone,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Limestone,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Limestone,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Limestone,SE,0,0,0,0,0,0,0,0,0,0
5,Alabama,Limestone,SE,0.11,1,1,5,1.09E-05,1.09E-05,5.46E-05,0,0,0
6,Alabama,Limestone,SE,0.43,20,2,75,0.0002182,2.18E-05,0.0008182,0,0,0
7,Alabama,Limestone,SE,0.68,23.5,3,65,0.0002564,3.27E-05,0.0007091,0,0,0
8,Alabama,Limestone,SE,0.7,11,5,20,0.00012,5.46E-05,0.0002182,0,0,0
9,Alabama,Limestone,SE,0.37,2,1,4,2.18E-05,1.09E-05,4.36E-05,0,0,0
10,Alabama,Limestone,SE,0.01,1,1,1,1.09E-05,1.09E-05,1.09E-05,0,0,0
11,Alabama,Limestone,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Limestone,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Lowndes,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Lowndes,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Lowndes,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Lowndes,SE,0,0,0,0,0,0,0,0,0,0
5,Alabama,Lowndes,SE,0.22,2.5,1,112,0.000239,9.56E-05,0.01071,0,0,0
6,Alabama,Lowndes,SE,0.49,128,8,422,0.01224,0.0007649,0.04035,0,0,3
7,Alabama,Lowndes,SE,0.62,53,13.25,156.5,0.005067,0.001267,0.01496,0,0,1.75
8,Alabama,Lowndes,SE,0.69,16,6,36,0.00153,0.0005737,0.003442,0,0,0
9,Alabama,Lowndes,SE,0.62,3,2,6,0.0002868,0.0001912,0.0005737,0,0,0
10,Alabama,Lowndes,SE,0.05,1,1,1,9.56E-05,9.56E-05,9.56E-05,0,0,0
11,Alabama,Lowndes,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Lowndes,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Macon,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Macon,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Macon,SE,0.01,1,1,1,5.23E-05,5.23E-05,5.23E-05,0,0,0
4,Alabama,Macon,SE,0.01,1,1,1,5.23E-05,5.23E-05,5.23E-05,0,0,0
5,Alabama,Macon,SE,0.2,67.5,2,253.2,0.003533,0.0001047,0.01325,0,0,3
6,Alabama,Macon,SE,0.57,145,4,392,0.007589,0.0002094,0.02052,0,0,3
7,Alabama,Macon,SE,0.72,84.5,32.75,206.2,0.004423,0.001714,0.0108,0,0,1
8,Alabama,Macon,SE,0.69,31,13,47,0.001623,0.0006804,0.00246,0,0,0
9,Alabama,Macon,SE,0.64,4,2,7,0.0002094,0.0001047,0.0003664,0,0,0
10,Alabama,Macon,SE,0.06,2,2,2,0.0001047,0.0001047,0.0001047,0,0,0
11,Alabama,Macon,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Macon,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Madison,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Madison,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Madison,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Madison,SE,0,0,0,0,0,0,0,0,0,0
5,Alabama,Madison,SE,0.15,3,1,30,8.50E-06,2.83E-06,8.50E-05,0,0,0
6,Alabama,Madison,SE,0.47,5,2,47,1.42E-05,5.66E-06,0.0001331,0,0,0
7,Alabama,Madison,SE,0.62,47,10.5,83.5,0.0001331,2.97E-05,0.0002365,0,0,0
8,Alabama,Madison,SE,0.64,10,4,18,2.83E-05,1.13E-05,5.10E-05,0,0,0
9,Alabama,Madison,SE,0.44,2,1,3,5.66E-06,2.83E-06,8.50E-06,0,0,0
10,Alabama,Madison,SE,0.01,1,1,1,2.83E-06,2.83E-06,2.83E-06,0,0,0
11,Alabama,Madison,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Madison,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Marengo,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Marengo,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Marengo,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Marengo,SE,0.02,177,89,265,0.008837,0.004444,0.01323,0,0,0
5,Alabama,Marengo,SE,0.32,257.5,1.75,795.2,0.01286,8.74E-05,0.0397,1,0,8.25
6,Alabama,Marengo,SE,0.67,385,70,987,0.01922,0.003495,0.04928,4,0,10
7,Alabama,Marengo,SE,0.66,145.5,31,385.2,0.007264,0.001548,0.01923,1,0,4
8,Alabama,Marengo,SE,0.75,43,15,71.5,0.002147,0.0007489,0.00357,0,0,0
9,Alabama,Marengo,SE,0.55,4,2,8,0.0001997,9.99E-05,0.0003994,0,0,0
10,Alabama,Marengo,SE,0.05,1,1,1,4.99E-05,4.99E-05,4.99E-05,0,0,0
11,Alabama,Marengo,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Marengo,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Marion,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Marion,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Marion,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Marion,SE,0,0,0,0,0,0,0,0,0,0
5,Alabama,Marion,SE,0.11,3,1,106.5,9.94E-05,3.32E-05,0.00353,0,0,0
6,Alabama,Marion,SE,0.56,30,1,153.2,0.0009944,3.32E-05,0.00508,0,0,1
7,Alabama,Marion,SE,0.64,35,8.5,62.5,0.00116,0.0002817,0.002072,0,0,0
8,Alabama,Marion,SE,0.56,6,2,13.25,0.0001989,6.63E-05,0.0004392,0,0,0
9,Alabama,Marion,SE,0.46,2,1,4,6.63E-05,3.32E-05,0.0001326,0,0,0
10,Alabama,Marion,SE,0.02,1.5,1.25,1.75,4.97E-05,4.14E-05,5.80E-05,0,0,0
11,Alabama,Marion,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Marion,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Marshall,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Marshall,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Marshall,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Marshall,SE,0,0,0,0,0,0,0,0,0,0
5,Alabama,Marshall,SE,0.07,1,1,2.5,1.06E-05,1.06E-05,2.64E-05,0,0,0
6,Alabama,Marshall,SE,0.39,28,2,88.5,0.0002956,2.11E-05,0.0009343,0,0,0
7,Alabama,Marshall,SE,0.64,17,5.75,47.75,0.0001795,6.07E-05,0.0005041,0,0,0
8,Alabama,Marshall,SE,0.55,6,2,12.5,6.33E-05,2.11E-05,0.000132,0,0,0
9,Alabama,Marshall,SE,0.32,2,1,2.25,2.11E-05,1.06E-05,2.38E-05,0,0,0
10,Alabama,Marshall,SE,0,0,0,0,0,0,0,0,0,0
11,Alabama,Marshall,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Marshall,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Mobile,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Mobile,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Mobile,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Mobile,SE,0.09,1,1,1,2.41E-06,2.41E-06,2.41E-06,0,0,0
5,Alabama,Mobile,SE,0.31,3,1,3030,7.22E-06,2.41E-06,0.007293,0,0,28.5
6,Alabama,Mobile,SE,0.68,2470,706.2,7572,0.005946,0.0017,0.01823,23.5,5.5,69.5
7,Alabama,Mobile,SE,0.87,411,91,1156,0.0009894,0.0002191,0.002782,3,0,11.5
8,Alabama,Mobile,SE,0.78,62,12.5,160.5,0.0001493,3.01E-05,0.0003864,0,0,1
9,Alabama,Mobile,SE,0.65,8,3,16,1.93E-05,7.22E-06,3.85E-05,0,0,0
10,Alabama,Mobile,SE,0.15,1,1,2.5,2.41E-06,2.41E-06,6.02E-06,0,0,0
11,Alabama,Mobile,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Mobile,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Monroe,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Monroe,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Monroe,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Monroe,SE,0,0,0,0,0,0,0,0,0,0
5,Alabama,Monroe,SE,0.28,1,1,32,4.61E-05,4.61E-05,0.001476,0,0,0
6,Alabama,Monroe,SE,0.65,341,40,922,0.01573,0.001846,0.04254,1,0,5
7,Alabama,Monroe,SE,0.68,123,21,370,0.005675,0.0009689,0.01707,0,0,2
8,Alabama,Monroe,SE,0.77,26,6,60,0.0012,0.0002768,0.002768,0,0,0
9,Alabama,Monroe,SE,0.56,4,2,7,0.0001846,9.23E-05,0.000323,0,0,0
10,Alabama,Monroe,SE,0.08,1,1,1.25,4.61E-05,4.61E-05,5.77E-05,0,0,0
11,Alabama,Monroe,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Monroe,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Montgomery,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Montgomery,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Montgomery,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Montgomery,SE,0,0,0,0,0,0,0,0,0,0
5,Alabama,Montgomery,SE,0.24,4.5,1,628,1.99E-05,4.42E-06,0.002772,0,0,4.5
6,Alabama,Montgomery,SE,0.56,343,59.5,898,0.001514,0.0002627,0.003964,3,0,10
7,Alabama,Montgomery,SE,0.74,173,46.25,311.2,0.0007637,0.0002042,0.001374,0,0,3
8,Alabama,Montgomery,SE,0.68,29,10.5,49,0.000128,4.64E-05,0.0002163,0,0,0
9,Alabama,Montgomery,SE,0.57,4,2,6,1.77E-05,8.83E-06,2.65E-05,0,0,0
10,Alabama,Montgomery,SE,0.07,1,1,1,4.42E-06,4.42E-06,4.42E-06,0,0,0
11,Alabama,Montgomery,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Montgomery,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Morgan,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Morgan,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Morgan,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Morgan,SE,0,0,0,0,0,0,0,0,0,0
5,Alabama,Morgan,SE,0.08,1.5,1,88.5,1.26E-05,8.36E-06,0.0007402,0,0,0
6,Alabama,Morgan,SE,0.54,22.5,1.25,86.75,0.0001882,1.05E-05,0.0007255,0,0,0
7,Alabama,Morgan,SE,0.61,26,10,67,0.0002175,8.36E-05,0.0005604,0,0,0
8,Alabama,Morgan,SE,0.72,8,3,16,6.69E-05,2.51E-05,0.0001338,0,0,0
9,Alabama,Morgan,SE,0.36,2,1,3,1.67E-05,8.36E-06,2.51E-05,0,0,0
10,Alabama,Morgan,SE,0.03,1,1,1,8.36E-06,8.36E-06,8.36E-06,0,0,0
11,Alabama,Morgan,SE,0,0,0,0,0,0,0,0,0,0
12,Alabama,Morgan,SE,0,0,0,0,0,0,0,0,0,0
1,Alabama,Perry,SE,0,0,0,0,0,0,0,0,0,0
2,Alabama,Perry,SE,0,0,0,0,0,0,0,0,0,0
3,Alabama,Perry,SE,0,0,0,0,0,0,0,0,0,0
4,Alabama,Perry,SE,0.02,1,1,1,0.0001036,0.0001036,0.0001036,0,0,0
5,Alabama,Perry,SE,0.17,2,1,2,0.0002072,0.0001036,0.0002072,0,0,0
6,Alabama,Perry,SE,0.63,242,60,718,0.02507,0.006216,0.07438,2,0,5.5
7,Alabama,Perry,SE,0.78,140.5,36.25,314.8,0.01456,0.003755,0.03261,0,0,3
8,Alabama,Perry,SE,0.7,25.5,12,49,0.002642,0.001243,0.005076,0,0,0
9,Alabama,Perry,SE,0.57,3,1,5,0.0003108,0.0001036,0.000518,0,0,0
10,Alabama,Perry,SE,0.06,1,1,1,0.0001036,0.0001036,0.0001036,0,0,0
11,Alabama,Perry,SE,0,0,0,0,0,0,0,0,0,0
